table_name,column_name,field_class,derivation_rule,source_reference
mastr_einheiten_geothermie_gsgk,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_einheiten_geothermie_gsgk,_silver_run_id,derived,the Silver run id,silver governance
mastr_einheiten_geothermie_gsgk,ags_code,derived,curated / prefix attribution to the Bundesland AGS,"geography attribution, Bundesland level"
mastr_einheiten_geothermie_gsgk,ags_level,derived,geography level achieved (bundesland),geography attribution limit
mastr_einheiten_geothermie_gsgk,ags_method,derived,attribution method (city_lookup / ags_prefix / bundesland_code),geography attribution
mastr_einheiten_geothermie_gsgk,authorisation_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,capacity_gross_kw,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,capacity_net_kw,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,commissioning_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,country,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,district,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_einheiten_geothermie_gsgk,eeg_support_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,energy_carrier,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,federal_state,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,federal_state_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_geothermie_gsgk,federal_state_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_geothermie_gsgk,feed_in_type,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,feed_in_type_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_geothermie_gsgk,feed_in_type_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_geothermie_gsgk,final_decommissioning_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,generation_technology,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,generation_technology_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_geothermie_gsgk,generation_technology_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_geothermie_gsgk,kwk_support_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,last_updated_at,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,latitude,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,locality,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,location_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,longitude,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,migration_absence_flag,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,municipality,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,municipality_key_ags,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,operating_status,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,operating_status_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_geothermie_gsgk,operating_status_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_geothermie_gsgk,operator_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,planned_commissioning_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,postcode,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,previous_operator_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,provisional_shutdown_start_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,registration_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,remote_control_by_direct_marketer,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,remote_control_by_direct_marketer_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_geothermie_gsgk,remote_control_by_direct_marketer_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_geothermie_gsgk,remote_control_by_grid_operator,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,remote_control_by_grid_operator_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_geothermie_gsgk,remote_control_by_grid_operator_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_geothermie_gsgk,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_einheiten_geothermie_gsgk,source_system,derived,constant per source,silver governance
mastr_einheiten_geothermie_gsgk,system_status,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,system_status_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_geothermie_gsgk,system_status_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_geothermie_gsgk,unit_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,unit_name,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_kernkraft,AnschlussAnHoechstOderHochSpannung,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_kernkraft,DatumDesBetreiberwechsels,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_kernkraft,DatumRegistrierungDesBetreiberwechsels,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_kernkraft,Hausnummer,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_kernkraft,HausnummerNichtGefunden,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_kernkraft,Hausnummer_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_kernkraft,Kraftwerksnummer,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_kernkraft,Kraftwerksnummer_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_kernkraft,NetzbetreiberpruefungDatum,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_kernkraft,NetzbetreiberpruefungStatus,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_kernkraft,Strasse,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_kernkraft,StrasseNichtGefunden,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_kernkraft,Weic,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_kernkraft,WeicDisplayName,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_kernkraft,Weic_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_kernkraft,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_einheiten_kernkraft,_silver_run_id,derived,the Silver run id,silver governance
mastr_einheiten_kernkraft,ags_code,derived,curated / prefix attribution to the Bundesland AGS,"geography attribution, Bundesland level"
mastr_einheiten_kernkraft,ags_level,derived,geography level achieved (bundesland),geography attribution limit
mastr_einheiten_kernkraft,ags_method,derived,attribution method (city_lookup / ags_prefix / bundesland_code),geography attribution
mastr_einheiten_kernkraft,authorisation_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_kernkraft,capacity_gross_kw,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_kernkraft,capacity_net_kw,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_kernkraft,commissioning_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_kernkraft,country,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_kernkraft,district,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_kernkraft,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_einheiten_kernkraft,energy_carrier,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_kernkraft,federal_state,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_kernkraft,federal_state_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_kernkraft,federal_state_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_kernkraft,feed_in_type,source_provided,typed cast + English business rename,mastr contract / business-name mapping
